,pearson correlation coefficient,rxnName,subsystem,p_value
r_4396,,Acetoacetate:CoA ligase (AMP-forming),Butanoate metabolism,
r_1981,,octadecanoate (n-C18:0) transport,"Transport [c, e]",
r_2056,,succinate exchange,Exchange reaction,
r_3989,,"phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3043,,"LPC phospholipase B (16:1), cell envelope",Glycerophospholipid metabolism,0.45060764383698954
r_3501,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.9186123857475678
r_4478,,L-methionine S-oxide transport via diffusion (extracellular),"Transport [c, e]",
r_3489,,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.9432496783014955
r_1831,,H+ diffusion,"Transport [c, v]",
r_3044,,"LPC phospholipase B (18:0), cell envelope",Glycerophospholipid metabolism,0.8729553134311877
r_3145,,"PI 4-P phosphatase (1-16:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.5201809258880562
r_3765,,"phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_3322,,"PC phospholipase A2 (1-18:0, 2-18:1), lipid particle",Glycerolipid metabolism,0.7484778966806113
r_0078,,5'-nucleotidase (UMP),Nicotinate and nicotinamide metabolism,0.06170061473282561
r_0910,,phosphoribosyl-ATP pyrophosphatase,Histidine metabolism,0.8994353432903771
r_2003,,phenylacetaldehyde transport,"Transport [c, m]",
r_2165,,B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.14203611600723537
r_3920,,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_0655,,IPS phospholipase C,Sphingolipid metabolism,0.15271172131437086
r_1978,,O2 transport,"Transport [c, m]",
r_2108,,lipid pseudoreaction - merge,Growth,
r_1869,,isobutyl alcohol transport,"Transport [c, m]",
r_3937,,"lignoceric acid transport, ER membrane-ER","Transport [erm, er]",
r_4355,,2-aminobutanoate:2-oxoglutarate aminotransferase,Cysteine and methionine metabolism,
r_3150,,"PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.11427475115946
r_0847,,peroxisomal acyl-CoA thioesterase,Biosynthesis of unsaturated fatty acids,0.42498429794633796
r_2431,,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.26368061739535253
r_3730,,"zymosteryl oleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3861,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_3467,,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C24))",Sphingoglycolipid metabolism,0.9740259264994537
r_3774,,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, mitochondrial membrane-ER membrane","Transport [erm, mm]",
r_2187,,butyrate exchange,Exchange reaction,
r_1977,,O2 transport,"Transport [c, er]",
r_3723,,"episteryl palmitoleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2349,,"PA phosphatase (1-18:0, 2-18:1), ER membrane",Glycerolipid metabolism,0.7956672435087239
r_0711,,lysyl-tRNA synthetase,tRNA metabolism,0.4862614718944285
r_0477,,glutamine-fructose-6-phosphate transaminase,"Alanine, aspartate and glutamate metabolism",0.7891334561478859
r_3967,,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn",SLIME reaction,
r_0225,,ATP phosphoribosyltransferase,Histidine metabolism,0.8918562199043665
r_2136,,14-demethyllanosterol transport,"Transport [c, e]",
r_3660,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm","Transport [c, vm]",
r_0646,,IPS phospholipase C,Sphingolipid metabolism,0.9747350023725904
r_1882,,L-carnitine transport,"Transport [c, m]",0.5943263485936415
r_4001,,"phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4610,,UDP transport,"Transport [c, n]",
r_3610,,"stearate transport, cell envelope-cytoplasm","Transport [c, ce]",
r_0087,,5-methylthioribose-1-phosphate isomerase,Cysteine and methionine metabolism,0.3037555932933443
r_2533,,"cholinephosphotransferase (1-16:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.1229404755639645
r_2342,,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle",Glycerolipid metabolism,0.4819115402401495
r_2839,,"phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.4239749044437238
r_3775,,"phosphatidylethanolamine (1-18:0, 2-16:1) transport, mitochondrial membrane-ER membrane","Transport [erm, mm]",
r_0028,,2-methylcitrate synthase,Propanoate metabolism,0.36131602293621945
r_4036,,"triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3748,,"1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_0556,,hydroxyethylthiazole kinase,Thiamine metabolism,0.45638614576368586
r_1137,,D-lactate transport,"Transport [c, m]",
r_1589,,2-phenylethanol exchange,Exchange reaction,
r_2424,,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.33615797912182094
r_1859,,IPC transport,"Transport [er, g]",
r_3910,,"phosphatidate (1-18:1, 2-18:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_3183,,"PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.5446576457439232
r_1830,,H+ diffusion,"Transport [c, p]",
r_2101,,xanthine transport,"Transport [c, e]",
r_3988,,"phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0949,,guanosine phosphorylase,Purine metabolism,0.3504494433911425
r_2840,,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.6760961879567051
r_1222,,L-tyrosine transport,"Transport [c, v]",0.2998841115677387
r_0965,,riboflavin kinase,Riboflavin metabolism,0.2139902478912565
r_3611,,"oleate transport, cell envelope-cytoplasm","Transport [c, ce]",
r_2139,,"ergosta-5,7,22,24(28)-tetraen-3beta-ol transport","Transport [c, e]",
r_3182,,"PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.0659422340735475
r_1582,,2-methylpropanal transport,"Transport [c, e]",
r_1098,,2-methylbutyl transport,"Transport [c, e]",
r_0163,,alcohol dehydrogenase (ethanol to acetaldehyde),Glycolysis / gluconeogenesis,0.08410130485028615
r_3608,,"palmitate transport, cell envelope-cytoplasm","Transport [c, ce]",
r_3767,,"phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_3131,,"PI 3-P phosphatase (1-18:1, 2-16:1), ER membrane",Inositol phosphate metabolism,0.25483019834243276
r_3279,,"TAG lipase (1-18:1, 2-16:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.9362085982284721
r_4486,,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",Tyrosine metabolism,
r_3040,,"PC phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.929299518494807
r_2364,,"PA phosphatase (1-18:0, 2-16:1), Golgi membrane",Glycerolipid metabolism,0.3176908585858278
r_3076,,"PI phospholipase B (1-18:0, 2-18:1), cell envelope",Glycerophospholipid metabolism,0.17988899881387205
r_1796,,formate transport,"Transport [c, e]",
r_2837,,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.9876056585802104
r_3865,,"1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_3036,,"PC phospholipase B (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.7510205844878245
r_2401,,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.1843899456256611
r_1572,,2-isopropylmalate exchange,Exchange reaction,
r_1228,,"N,N'-diformyldityrosine transport","Transport [c, e]",0.11683756440291332
r_3994,,"phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_1815,,glyoxylate exchange,Exchange reaction,
r_1027,,sulfite reductase (NADPH2),Sulfur metabolism,0.16433326699693676
r_4248,,D-serine ammonia-lyase,"Glycine, serine and threonine metabolism",0.7131336640248418
r_3726,,"fecosteryl oleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2874,,"PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.18034966726742643
r_2170,,B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA),Biosynthesis of unsaturated fatty acids,0.38423643528290585
r_3026,,"PC phospholipase B (1-16:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.24218912927171515
r_3028,,"PC phospholipase B (1-18:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.8560318699352729
r_0134,,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",Steroid biosynthesis,0.05147982323654228
r_2410,,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.8964409974862617
r_0140,,adenosine deaminase,Purine metabolism,0.19240636632619962
r_3454,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.42678167760842
r_2303,,"2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA)",Ascospore biosynthesis,0.8212570003594314
r_2420,,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), lipid particle",Glycerolipid metabolism,0.7359999395721796
r_4000,,"phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3213,,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane",Inositol phosphate metabolism,0.48419163078823163
r_3211,,"PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane",Inositol phosphate metabolism,0.722264603074197
r_3722,,"ergosteryl oleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3081,,"LPI phospholipase B (18:1), cell envelope",Glycerophospholipid metabolism,0.2655029505584645
r_3828,,"phosphatidylethanolamine (1-18:1, 2-18:1) transport, Golgi membrane-ER membrane","Transport [erm, gm]",0.8750024032181516
r_0970,,ribonucleoside-triphosphate reductase (ATP),Purine metabolism,0.40780865493228835
r_3194,,"PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope",Inositol phosphate metabolism,0.21382994142567543
r_4008,,"triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_3657,,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm","Transport [c, vm]",
r_2220,,fatty acyl-CoA transport via ABC system (C14:0),"Transport [c, p]",0.4978411086955231
r_1992,,oxygen exchange,Exchange reaction,
r_3980,,"phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0026,,2-keto-4-methylthiobutyrate transamination,Cysteine and methionine metabolism,0.780197011693897
r_2487,,"PS decarboxylase (1-18:1, 2-18:1), vacuolar membrane",Glycerophospholipid metabolism,0.9951733792070586
r_2483,,"PS decarboxylase (1-18:1, 2-16:1), vacuolar membrane",Glycerophospholipid metabolism,0.5527245498982571
r_1583,,2-methylpropanal transport,"Transport [c, m]",
r_4029,,"triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_4483,,Glycine transport (vacuole),"Transport [c, v]",
r_2173,,B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA),Biosynthesis of unsaturated fatty acids,0.31028343692828747
r_0169,,"aldehyde dehydrogenase (2-phenylethanol, NAD)",Phenylalanine metabolism,0.051942848753513765
r_4566,,None,None,
r_3922,,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-ER membrane","Transport [ce, erm]",
r_3672,,"diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm","Transport [c, mm]",
r_4597,,Mg(2+) exchange,Exchange reaction,
r_3838,,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, ER membrane-vacuolar membrane","Transport [erm, vm]",
r_3293,,"TAG lipase (1-18:1, 2-18:1, 3-16:1), lipid particle",Glycerolipid metabolism,0.8449817770521219
r_2030,,pyrimidine phosphatase,Riboflavin metabolism,
r_2843,,"phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane",Inositol phosphate metabolism,0.5934754513929679
r_3724,,"episteryl oleate transport, ER membrane-lipid particle","Transport [erm, lp]",
r_3764,,"phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane","Transport [erm, mm]",
r_3718,,"fecosterol transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2856,,"phosphatidylinositol 3-kinase (1-16:0, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.10503724619945377
r_4444,,D-Glycerate 2-phosphate transport in/out via proton symport,"Transport [c, e]",
r_3261,,"zymosteryl ester hydrolase (18:1), lipid particle",Steroid biosynthesis,0.8511927009023126
r_0019,,2-dehydropantoate 2-reductase,Pantothenate and coa biosynthesis,0.2540006409290724
r_3189,,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.2432285600893219
r_3432,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C24))",Sphingoglycolipid metabolism,0.5304562624940089
r_3487,,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.9777221081929037
r_3858,,"phosphatidylethanolamine (1-16:1, 2-18:1) transport, vacuolar membrane-ER membrane","Transport [erm, vm]",
r_2060,,sulphate exchange,Exchange reaction,
r_1808,,glycerol exchange,Exchange reaction,
r_0792,,nucleoside diphosphatase,Pyrimidine metabolism,0.8177409318076004
r_2398,,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane",Glycerolipid metabolism,0.2482457534186345
r_0647,,IPS phospholipase C,Sphingolipid metabolism,0.3915059554916729
r_0561,,hydroxymethylpyrimidine kinase (ATP),Thiamine metabolism,0.21247051286393312
r_3795,,"diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane","Transport [erm, gm]",
r_0170,,"aldehyde dehydrogenase (2-phenylethanol, NAD)",Phenylalanine metabolism,0.22341253731745928
r_3488,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C26))",Sphingoglycolipid metabolism,0.766847347103569
r_3207,,"PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.7314604520938398
r_0329,,deoxycytidine deaminase,Pyrimidine metabolism,0.1556157410597382
r_1644,,ADP transport,"Transport [c, n]",
r_2361,,"PA phosphatase (1-16:0, 2-18:1), Golgi membrane",Glycerolipid metabolism,0.251146311113194
r_3649,,"phosphate transport, cytoplasm-vacuolar membrane","Transport [c, vm]",0.813781301296049
r_0149,,adenylate kinase,Purine metabolism,0.1410419438092316
r_0014,,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",Riboflavin metabolism,0.18783740699621854
r_3446,,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-2' (C24))",Sphingoglycolipid metabolism,0.5922225936094822
r_1770,,fatty acid transport,"Transport [c, p]",
r_1863,,isoamyl alcohol transport,"Transport [c, e]",
r_4571,,seed:rxn00681,Glyoxylate and dicarboxylate metabolism,
r_3220,,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.5761134899092506
r_1833,,hexacosanoyl-CoA transport,"Transport [c, er]",
r_1862,,isoamyl acetate exchange,Exchange reaction,
r_0179,,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",Complex alcohol metabolism,0.5562787776696144
r_1599,,3-methylbutanal transport,"Transport [c, e]",
r_1840,,hydroxymethylglutaryl-CoA transport,"Transport [c, m]",
r_1124,,ceramide-3 (Phytosphingosine:n-C26:0OH) transport,"Transport [er, g]",
r_3128,,"PI 3-P phosphatase (1-16:0, 2-16:1), ER membrane",Inositol phosphate metabolism,0.6992268832509821
r_3508,,"laurate transport, cytoplasm-ER membrane","Transport [c, erm]",
r_2054,,"squalene-2,3-epoxide transport","Transport [c, er]",
r_3327,,"PE phospholipase A2 (1-18:1, 2-16:1), lipid particle",Glycerolipid metabolism,0.5667637382053631
r_4033,,"triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
r_0203,,anthranilate synthase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.9332525621042839
r_2537,,"phosphatidylglycerolphosphate synthase (1-16:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.4834165317782393
r_0650,,IPS phospholipase C,Sphingolipid metabolism,0.7925712869110054
r_2226,,fatty acyl-CoA transport via ABC system (C22:0),"Transport [c, p]",0.13726139062178105
r_3437,,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-1 (C26))",Sphingoglycolipid metabolism,0.4977099267826633
r_2392,,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane",Glycerolipid metabolism,0.5203833378403916
r_3105,,"PC phospholipase D (1-16:1, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.1330043951634656
r_1989,,oxaloacetate(2-) exchange,Exchange reaction,
r_0183,,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",Complex alcohol metabolism,0.8761061010548028
r_3734,,"phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_1835,,hexadecanoate (n-C16:0) transport,"Transport [c, e]",
r_1197,,L-glutamine transport,"Transport [c, v]",0.7725097634546976
r_1722,,ATP deamination,Purine metabolism,
r_2519,,"DAG kinase (1-18:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.16261152593869516
r_1866,,isobutanol exchange,Exchange reaction,
r_4527,,diphosphate exchange,Exchange reaction,
r_3881,,"phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope","Transport [ce, erm]",
r_3119,,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.5446576457439232
r_3440,,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-1 (C26))",Sphingoglycolipid metabolism,0.40719743844026257
r_1879,,L-arginine exchange,Exchange reaction,
r_3340,,"PA kinase (1-16:0, 2-16:1), vacuolar membrane",Glycerolipid metabolism,
r_3506,,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C26))",Sphingoglycolipid metabolism,0.42827421618667394
r_3253,,"ergosteryl ester hydrolase (18:1), lipid particle",Steroid biosynthesis,0.7913000578902496
r_3931,,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, ER membrane-nucleus","Transport [erm, n]",
r_1205,,L-isoleucine transport,"Transport [c, e]",0.06785511978073816
r_3740,,"phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle","Transport [erm, lp]",
r_2403,,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle",Glycerolipid metabolism,0.5958522798780417
r_0657,,isobutyl acetate-hydrolyzing esterase,Complex alcohol metabolism,0.650730131194511
r_2346,,"PA phosphatase (1-16:1, 2-16:1), ER membrane",Glycerolipid metabolism,0.6799091096903586
r_2181,,trans-2-enoyl-CoA reductase (n-C26:0CoA),Biosynthesis of unsaturated fatty acids,0.12184796143870996
r_2221,,fatty acyl-CoA transport via ABC system (C16:0),"Transport [c, p]",0.5564250141816618
r_3972,,ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn,SLIME reaction,
r_2824,,"phosphatidylinositol 4-kinase (1-16:0, 2-18:1), cell envelope",Inositol phosphate metabolism,0.06845229820899111
r_3212,,"PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane",Inositol phosphate metabolism,0.3923935874412389
r_2234,,peroxisomal acyl-CoA thioesterase (16:1),Biosynthesis of unsaturated fatty acids,0.3785453722236127
r_1548,,(R)-pantothenate exchange,Exchange reaction,
r_1576,,2-methyl-1-butanol transport,"Transport [c, m]",
r_3975,,palmitate [cytoplasm] SLIME rxn,SLIME reaction,
r_3729,,"zymosteryl palmitoleate transport, ER membrane-lipid particle","Transport [erm, lp]",
